obs_key,source,project,site,obs_time,year,longitude,latitude,sampledarea_ha,nplots,agb_drymass_ha,agb_ha_rederived,verify_ratio,verify_status,bgb_drymass_ha,live_basal_area_ha,live_tree_density_ha,n_stems,n_species,mean_dbh_cm,mean_ht_m,n_allom_models
14420253_03562068_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,209,2015-01-01,2015,144.2025,-35.6207,0.1,1,68.8322,,,no_stem_data,19.6589,27.8925,140.0,,,,,
14420290_03561015_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,217,2015-01-01,2015,144.2029,-35.6101,0.1,1,17.6223,,,no_stem_data,4.8205,46.4336,40.0,,,,,
14420367_03558921_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,231,2015-01-01,2015,144.2037,-35.5892,0.1,1,52.8334,,,no_stem_data,16.2173,16.4017,350.0,,,,,
14421322_03568382_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,167,2015-01-01,2015,144.2132,-35.6838,0.1,1,4.8716,,,no_stem_data,1.6564,13.3926,60.0,,,,,
14421396_03566289_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,185,2015-01-01,2015,144.214,-35.6629,0.1,1,53.9171,,,no_stem_data,16.6395,21.2908,250.0,,,,,
14421434_03565239_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,191,2015-01-01,2015,144.2143,-35.6524,0.1,1,44.6384,,,no_stem_data,16.1376,12.3651,340.0,,,,,
14421471_03564190_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,197,2015-01-01,2015,144.2147,-35.6419,0.1,1,23.6559,,,no_stem_data,7.7727,17.5012,160.0,,,,,
14421508_03563146_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,203,2015-01-01,2015,144.2151,-35.6315,0.1,1,30.9774,,,no_stem_data,11.3532,22.3855,300.0,,,,,
14421616_03559996_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,225,2015-01-01,2015,144.2162,-35.6,0.1,1,78.7265,,,no_stem_data,22.3075,11.4033,330.0,,,,,
14421690_03557905_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,237,2015-01-01,2015,144.2169,-35.5791,0.1,1,46.3986,,,no_stem_data,14.812,12.966,320.0,,,,,
14422221_03569536_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,410,2015-01-01,2015,144.2222,-35.6954,0.1,1,47.5949,,,no_stem_data,13.8745,38.8237,190.0,,,,,
14422646_03567364_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,177,2015-01-01,2015,144.2265,-35.6736,0.1,1,44.3119,,,no_stem_data,13.8804,14.1674,210.0,,,,,
14422823_03562120_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,211,2015-01-01,2015,144.2282,-35.6212,0.1,1,33.0176,,,no_stem_data,10.3946,41.8152,230.0,,,,,
14422869_03561074_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,219,2015-01-01,2015,144.2287,-35.6107,0.1,1,44.7424,,,no_stem_data,13.3981,11.1457,200.0,,,,,
14422934_03558979_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,233,2015-01-01,2015,144.2293,-35.5898,0.1,1,145.4862,,,no_stem_data,42.4439,8.4864,350.0,,,,,
14423787_03571590_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,131,2015-01-01,2015,144.2379,-35.7159,0.1,1,9.7994,,,no_stem_data,3.6092,19.1676,100.0,,,,,
14423822_03570549_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,147,2015-01-01,2015,144.2382,-35.7055,0.1,1,80.3031,,,no_stem_data,21.4038,13.7206,190.0,,,,,
14423855_03569495_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,159,2015-01-01,2015,144.2386,-35.695,0.1,1,129.6539,,,no_stem_data,33.9279,14.0313,280.0,,,,,
14423893_03568440_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,169,2015-01-01,2015,144.2389,-35.6844,0.1,1,79.2724,,,no_stem_data,23.174,26.1281,160.0,,,,,
14423967_03566345_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,187,2015-01-01,2015,144.2397,-35.6635,0.1,1,110.6079,,,no_stem_data,31.0413,15.0775,400.0,,,,,
14424006_03565301_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,193,2015-01-01,2015,144.2401,-35.653,0.1,1,34.4003,,,no_stem_data,12.4414,7.6513,90.0,,,,,
14424040_03564254_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,199,2015-01-01,2015,144.2404,-35.6425,0.1,1,12.8247,,,no_stem_data,4.6545,14.2607,110.0,,,,,
14424071_03563202_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,205,2015-01-01,2015,144.2407,-35.632,0.1,1,141.1214,,,no_stem_data,38.4865,6.1945,210.0,,,,,
14424184_03560061_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,227,2015-01-01,2015,144.2418,-35.6006,0.1,1,45.6093,,,no_stem_data,14.4179,7.9908,320.0,,,,,
14425213_03567427_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,179,2015-01-01,2015,144.2521,-35.6743,0.1,1,66.8112,,,no_stem_data,18.8304,18.151,280.0,,,,,
14425374_03573170_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,404,2015-01-01,2015,144.2537,-35.7317,0.1,1,70.0499,,,no_stem_data,20.464,16.3337,260.0,,,,,
14425388_03562190_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,213,2015-01-01,2015,144.2539,-35.6219,0.1,1,39.0625,,,no_stem_data,12.3117,16.1135,280.0,,,,,
14425433_03561131_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,221,2015-01-01,2015,144.2543,-35.6113,0.1,1,95.4134,,,no_stem_data,28.1697,11.7361,240.0,,,,,
14425947_03568646_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,408,2015-01-01,2015,144.2595,-35.6865,0.1,1,105.7876,,,no_stem_data,30.2646,83.8421,300.0,,,,,
14426285_03573739_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,103,2015-01-01,2015,144.2629,-35.7374,0.1,1,33.3229,,,no_stem_data,9.1328,6.306,40.0,,,,,
14426322_03572693_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,117,2015-01-01,2015,144.2632,-35.7269,0.1,1,344.7993,,,no_stem_data,88.441,10.4609,240.0,,,,,
14426349_03571649_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,133,2015-01-01,2015,144.2635,-35.7165,0.1,1,180.4314,,,no_stem_data,47.0342,24.0421,350.0,,,,,
14426386_03570595_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,149,2015-01-01,2015,144.2639,-35.706,0.1,1,62.7235,,,no_stem_data,18.841,18.6261,280.0,,,,,
14426425_03569546_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,161,2015-01-01,2015,144.2643,-35.6955,0.1,1,223.5877,,,no_stem_data,66.0612,22.0837,350.0,,,,,
14426466_03568500_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,171,2015-01-01,2015,144.2647,-35.685,0.1,1,37.8802,,,no_stem_data,12.9503,7.7779,330.0,,,,,
14426537_03566402_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,189,2015-01-01,2015,144.2654,-35.664,0.1,1,91.3637,,,no_stem_data,32.0223,47.4162,570.0,,,,,
14426570_03565356_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,195,2015-01-01,2015,144.2657,-35.6536,0.1,1,101.5257,,,no_stem_data,32.3805,11.2498,210.0,,,,,
14426606_03564310_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,201,2015-01-01,2015,144.2661,-35.6431,0.1,1,1.6841,,,no_stem_data,0.6222,0.3534,20.0,,,,,
14426648_03563262_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,207,2015-01-01,2015,144.2665,-35.6326,0.1,1,56.4029,,,no_stem_data,16.8114,3.0731,140.0,,,,,
14427732_03568803_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,409,2015-01-01,2015,144.2773,-35.688,0.1,1,56.8554,,,no_stem_data,16.7526,26.0666,210.0,,,,,
14427783_03567481_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,181,2015-01-01,2015,144.2778,-35.6748,0.1,1,51.8798,,,no_stem_data,15.1583,27.8239,310.0,,,,,
14428891_03572749_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,119,2015-01-01,2015,144.2889,-35.7275,0.1,1,32.0923,,,no_stem_data,10.2456,23.7704,260.0,,,,,
14428930_03571700_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,135,2015-01-01,2015,144.2893,-35.717,0.1,1,53.4576,,,no_stem_data,17.8146,31.6115,420.0,,,,,
14428969_03570647_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,151,2015-01-01,2015,144.2897,-35.7065,0.1,1,81.3489,,,no_stem_data,22.8404,14.7047,160.0,,,,,
14428994_03569601_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,163,2015-01-01,2015,144.2899,-35.696,0.1,1,92.4993,,,no_stem_data,28.4646,26.4466,380.0,,,,,
14429021_03568566_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,173,2015-01-01,2015,144.2902,-35.6857,0.1,1,68.1426,,,no_stem_data,20.1258,19.4127,270.0,,,,,
14430139_03573833_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,105,2015-01-01,2015,144.3014,-35.7383,0.1,1,68.1276,,,no_stem_data,18.7931,9.7511,90.0,,,,,
14431397_03574902_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,93,2015-01-01,2015,144.314,-35.749,0.1,1,30.7311,,,no_stem_data,9.3892,12.8904,160.0,,,,,
14431462_03572814_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,121,2015-01-01,2015,144.3146,-35.7281,0.1,1,50.017,,,no_stem_data,17.0573,22.7364,440.0,,,,,
14431500_03571772_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,137,2015-01-01,2015,144.315,-35.7177,0.1,1,36.5916,,,no_stem_data,12.2908,22.2947,250.0,,,,,
14431528_03570715_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,153,2015-01-01,2015,144.3153,-35.7071,0.1,1,120.8387,,,no_stem_data,32.5255,16.6448,180.0,,,,,
14431571_03569667_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,165,2015-01-01,2015,144.3157,-35.6967,0.1,1,3.6789,,,no_stem_data,1.3626,25.0989,80.0,,,,,
14432188_03576514_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,402,2015-01-01,2015,144.3219,-35.7651,0.1,1,53.1302,,,no_stem_data,15.3841,91.3699,330.0,,,,,
14432332_03575774_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,405,2015-01-01,2015,144.3233,-35.7577,0.1,1,178.67,,,no_stem_data,52.0755,106.8505,640.0,,,,,
14432712_03573887_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,107,2015-01-01,2015,144.3271,-35.7389,0.1,1,117.4034,,,no_stem_data,34.6926,14.5618,650.0,,,,,
14433935_03576016_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,85,2015-01-01,2015,144.3393,-35.7602,0.1,1,4.6522,,,no_stem_data,1.6174,8.6885,100.0,,,,,
14433964_03574969_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,95,2015-01-01,2015,144.3396,-35.7497,0.1,1,372.966,,,no_stem_data,103.5382,37.2044,670.0,,,,,
14434041_03572866_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,123,2015-01-01,2015,144.3404,-35.7287,0.1,1,4.262,,,no_stem_data,1.5826,5.5657,70.0,,,,,
14434070_03571816_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,139,2015-01-01,2015,144.3407,-35.7182,0.1,1,269.6525,,,no_stem_data,72.7651,15.1174,440.0,,,,,
14434101_03570774_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,155,2015-01-01,2015,144.341,-35.7077,0.1,1,23.0922,,,no_stem_data,6.701,35.0342,80.0,,,,,
14434164_03576846_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,401,2015-01-01,2015,144.3416,-35.7685,0.1,1,106.9462,,,no_stem_data,30.7783,123.6418,430.0,,,,,
14435185_03577086_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,77,2015-01-01,2015,144.3519,-35.7709,0.1,1,78.0996,,,no_stem_data,22.1073,25.1224,200.0,,,,,
14435287_03573946_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,109,2015-01-01,2015,144.3529,-35.7395,0.1,1,553.9324,,,no_stem_data,150.0498,14.208,640.0,,,,,
14436433_03578165_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,71,2015-01-01,2015,144.3643,-35.7817,0.1,1,2.2774,,,no_stem_data,0.6729,8.391,30.0,,,,,
14436505_03576072_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,87,2015-01-01,2015,144.365,-35.7607,0.1,1,158.8254,,,no_stem_data,43.7923,18.4934,270.0,,,,,
14436536_03575028_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,97,2015-01-01,2015,144.3654,-35.7503,0.1,1,283.5357,,,no_stem_data,79.124,33.7437,500.0,,,,,
14436608_03572926_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,125,2015-01-01,2015,144.3661,-35.7293,0.1,1,79.6475,,,no_stem_data,26.5647,17.0399,600.0,,,,,
14436644_03571876_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,141,2015-01-01,2015,144.3664,-35.7188,0.1,1,74.9177,,,no_stem_data,21.6407,12.3611,300.0,,,,,
14436672_03570828_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,157,2015-01-01,2015,144.3667,-35.7083,0.1,1,9.1258,,,no_stem_data,3.1435,20.1582,100.0,,,,,
14437651_03580291_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,61,2015-01-01,2015,144.3765,-35.8029,0.1,1,62.0559,,,no_stem_data,18.4553,52.4612,330.0,,,,,
14437755_03577146_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,79,2015-01-01,2015,144.3775,-35.7715,0.1,1,21.0878,,,no_stem_data,6.7588,12.0923,130.0,,,,,
14437859_03573998_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,111,2015-01-01,2015,144.3786,-35.74,0.1,1,23.6583,,,no_stem_data,7.393,12.6511,180.0,,,,,
14438903_03581369_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,57,2015-01-01,2015,144.389,-35.8137,0.1,1,209.7727,,,no_stem_data,58.1437,19.7915,430.0,,,,,
14438973_03579276_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,67,2015-01-01,2015,144.3897,-35.7928,0.1,1,11.1053,,,no_stem_data,3.5113,24.4706,90.0,,,,,
14439009_03578221_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,73,2015-01-01,2015,144.3901,-35.7822,0.1,1,102.2218,,,no_stem_data,28.9099,16.725,260.0,,,,,
14439075_03576124_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,89,2015-01-01,2015,144.3908,-35.7612,0.1,1,39.3159,,,no_stem_data,11.6048,18.2898,180.0,,,,,
14439109_03575076_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,99,2015-01-01,2015,144.3911,-35.7508,0.1,1,96.9662,,,no_stem_data,27.3357,25.1057,190.0,,,,,
14439187_03572984_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,127,2015-01-01,2015,144.3919,-35.7298,0.1,1,112.6651,,,no_stem_data,29.8283,5.4596,120.0,,,,,
14439222_03571930_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,143,2015-01-01,2015,144.3922,-35.7193,0.1,1,8.6724,,,no_stem_data,3.1493,9.1651,90.0,,,,,
14440052_03585590_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,35,2015-01-01,2015,144.4005,-35.8559,0.1,1,95.2896,,,no_stem_data,27.9791,26.4026,380.0,,,,,
14440089_03584541_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,41,2015-01-01,2015,144.4009,-35.8454,0.1,1,14.7292,,,no_stem_data,4.5773,11.1784,100.0,,,,,
14440121_03583497_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,47,2015-01-01,2015,144.4012,-35.835,0.1,1,15.2719,,,no_stem_data,4.5938,0.7854,100.0,,,,,
14440157_03582444_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,53,2015-01-01,2015,144.4016,-35.8244,0.1,1,77.3907,,,no_stem_data,21.0746,12.5025,110.0,,,,,
14440226_03580345_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,63,2015-01-01,2015,144.4023,-35.8035,0.1,1,51.3462,,,no_stem_data,14.4276,17.3438,110.0,,,,,
14440329_03577199_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,81,2015-01-01,2015,144.4033,-35.772,0.1,1,11.451,,,no_stem_data,3.71,5.0623,90.0,,,,,
14440429_03574057_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,113,2015-01-01,2015,144.4043,-35.7406,0.1,1,73.665,,,no_stem_data,21.4287,18.7246,200.0,,,,,
14441296_03586669_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,31,2015-01-01,2015,144.413,-35.8667,0.1,1,84.8433,,,no_stem_data,24.4237,14.3861,190.0,,,,,
14441479_03581427_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,59,2015-01-01,2015,144.4148,-35.8143,0.1,1,19.986,,,no_stem_data,6.6293,24.7874,190.0,,,,,
14441544_03579326_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,69,2015-01-01,2015,144.4154,-35.7933,0.1,1,76.336,,,no_stem_data,23.3092,9.4666,410.0,,,,,
14441582_03578279_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,75,2015-01-01,2015,144.4158,-35.7828,0.1,1,114.6087,,,no_stem_data,31.2107,33.7346,200.0,,,,,
14441648_03576184_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,91,2015-01-01,2015,144.4165,-35.7618,0.1,1,30.2826,,,no_stem_data,10.1761,18.6062,170.0,,,,,
14441680_03575131_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,101,2015-01-01,2015,144.4168,-35.7513,0.1,1,104.3603,,,no_stem_data,29.2093,7.9557,180.0,,,,,
14441753_03573037_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,129,2015-01-01,2015,144.4175,-35.7304,0.1,1,190.6247,,,no_stem_data,52.4429,21.0824,330.0,,,,,
14441784_03571988_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,145,2015-01-01,2015,144.4178,-35.7199,0.1,1,72.8625,,,no_stem_data,17.1738,26.8445,50.0,,,,,
14442460_03590885_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,11,2015-01-01,2015,144.4246,-35.9088,0.1,1,231.0546,,,no_stem_data,60.1012,23.4293,190.0,,,,,
14442494_03589836_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,17,2015-01-01,2015,144.4249,-35.8984,0.1,1,89.8817,,,no_stem_data,28.1049,13.0136,210.0,,,,,
14442530_03588786_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,21,2015-01-01,2015,144.4253,-35.8879,0.1,1,88.3486,,,no_stem_data,23.7788,38.9525,150.0,,,,,
14442569_03587742_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,27,2015-01-01,2015,144.4257,-35.8774,0.1,1,3.8568,,,no_stem_data,1.4231,47.4511,40.0,,,,,
14442628_03585646_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,37,2015-01-01,2015,144.4263,-35.8565,0.1,1,69.1379,,,no_stem_data,19.4606,12.4894,130.0,,,,,
14442658_03584599_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,43,2015-01-01,2015,144.4266,-35.846,0.1,1,83.0459,,,no_stem_data,24.2593,23.319,330.0,,,,,
14442693_03583545_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,49,2015-01-01,2015,144.4269,-35.8354,0.1,1,13.0066,,,no_stem_data,3.4639,12.6079,10.0,,,,,
14442734_03582504_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,55,2015-01-01,2015,144.4273,-35.825,0.1,1,194.5176,,,no_stem_data,53.786,21.0762,300.0,,,,,
14442801_03580407_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,65,2015-01-01,2015,144.428,-35.8041,0.1,1,208.6809,,,no_stem_data,57.2999,44.9013,350.0,,,,,
14442901_03577258_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,83,2015-01-01,2015,144.429,-35.7726,0.1,1,152.5967,,,no_stem_data,43.9247,13.3778,510.0,,,,,
14443005_03574112_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,115,2015-01-01,2015,144.4301,-35.7411,0.1,1,151.1313,,,no_stem_data,42.8526,14.3094,250.0,,,,,
14443886_03586716_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,33,2015-01-01,2015,144.4389,-35.8672,0.1,1,102.1066,,,no_stem_data,28.9955,31.4747,200.0,,,,,
14445035_03590939_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,13,2015-01-01,2015,144.4504,-35.9094,0.1,1,39.9248,,,no_stem_data,10.8327,7.8407,100.0,,,,,
14445075_03589893_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,19,2015-01-01,2015,144.4507,-35.8989,0.1,1,112.8494,,,no_stem_data,36.0478,12.8185,210.0,,,,,
14445113_03588843_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,23,2015-01-01,2015,144.4511,-35.8884,0.1,1,35.218,,,no_stem_data,10.5585,27.3428,200.0,,,,,
14445142_03587797_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,29,2015-01-01,2015,144.4514,-35.878,0.1,1,64.3079,,,no_stem_data,18.6073,31.5042,150.0,,,,,
14445208_03585699_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,39,2015-01-01,2015,144.4521,-35.857,0.1,1,40.8758,,,no_stem_data,11.1203,12.3594,50.0,,,,,
14445242_03584656_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,45,2015-01-01,2015,144.4524,-35.8466,0.1,1,83.9636,,,no_stem_data,22.9199,9.8433,110.0,,,,,
14445276_03583607_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,51,2015-01-01,2015,144.4528,-35.8361,0.1,1,403.4916,,,no_stem_data,110.7225,19.4484,550.0,,,,,
14446264_03593068_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,5,2015-01-01,2015,144.4626,-35.9307,0.1,1,458.7208,,,no_stem_data,124.6806,20.7931,630.0,,,,,
14446292_03592019_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,9,2015-01-01,2015,144.4629,-35.9202,0.1,1,5.0703,,,no_stem_data,1.5701,2.2215,30.0,,,,,
14447619_03590991_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,15,2015-01-01,2015,144.4762,-35.9099,0.1,1,28.1664,,,no_stem_data,9.227,16.5427,220.0,,,,,
14447681_03588897_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,25,2015-01-01,2015,144.4768,-35.889,0.1,1,34.7972,,,no_stem_data,10.6854,14.4339,210.0,,,,,
14448804_03594172_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,3,2015-01-01,2015,144.488,-35.9417,0.1,1,51.9683,,,no_stem_data,14.1181,12.5598,70.0,,,,,
14449348_03409511_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,395,2015-01-01,2015,144.4935,-34.0951,0.1,1,120.7172,,,no_stem_data,32.4003,10.6011,160.0,,,,,
14450059_03595246_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,1,2015-01-01,2015,144.5006,-35.9525,0.1,1,4.1284,,,no_stem_data,1.3993,36.0421,70.0,,,,,
14453128_03409586_20150101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_RG,397,2015-01-01,2015,144.5313,-34.0959,0.1,1,27.6288,,,no_stem_data,7.5379,5.4468,30.0,,,,,
14923267_03710669_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19235,2014-01-01,2014,149.2327,-37.1067,0.1,1,56.0821,,,no_stem_data,16.4434,57.6703,470.0,,,,,
14925282_03712212_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19231,2014-01-01,2014,149.2528,-37.1221,0.1,1,221.102,,,no_stem_data,60.0182,37.9669,1360.0,,,,,
14925414_03716936_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19186,2014-01-01,2014,149.2541,-37.1694,0.1,1,64.3482,,,no_stem_data,18.8012,62.7231,770.0,,,,,
14927253_03712178_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19232,2014-01-01,2014,149.2725,-37.1218,0.1,1,396.7193,,,no_stem_data,104.0356,25.8493,940.0,,,,,
14927296_03713751_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19215,2014-01-01,2014,149.273,-37.1375,0.1,1,6.9804,,,no_stem_data,2.3561,31.8853,1190.0,,,,,
14931006_03705766_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19257,2014-01-01,2014,149.3101,-37.0577,0.1,1,0.8675,,,no_stem_data,0.2424,24.7542,160.0,,,,,
14931141_03710521_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19236,2014-01-01,2014,149.3114,-37.1052,0.1,1,15.1193,,,no_stem_data,4.2866,10.425,680.0,,,,,
14931380_03718400_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19170,2014-01-01,2014,149.3138,-37.184,0.1,1,97.6002,,,no_stem_data,32.7721,36.9417,600.0,,,,,
14931758_03666348_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19332,2014-01-01,2014,149.3176,-36.6635,0.1,1,98.181,,,no_stem_data,32.4433,51.44,820.0,,,,,
14932911_03704180_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19263,2014-01-01,2014,149.3291,-37.0418,0.1,1,5.1855,,,no_stem_data,1.6854,26.7283,210.0,,,,,
14932963_03705752_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19258,2014-01-01,2014,149.3296,-37.0575,0.1,1,103.989,,,no_stem_data,27.532,17.2157,370.0,,,,,
